State,Company,CIQID,Year,EBITDA,YearRev,Year2Rev,Year3Rev,YearOpExp,Year2OpExp,Year3OpExp,YearCapex,Year2Capex,Year3Capex,YearDiv,Year2Div,Year3Div,YearROE,Year2ROE,Year3ROE,YearDebt_EBITDA,Year2Debt_EBITDA,Year3Debt_EBITDA,YearFFO_Debt,Year2FFO_Debt,Year3FFO_Debt
TX,"Brinker International, Inc.",IQ260858,2012,475.035,2761.386,2858.498,3276.362,2425.582,2542.981,2909.775,70.361,60.779,87.452,53.185,524.511,679.253,24.16118,15.07947,11.61357,2.23714,2.09161,2.4838,36.78625,35.58325,37.51515
NY,Warner Music Group Corp.,IQ734078,2012,402,2869,2984,3176,2526,2636,2779,48,51,27,1,1945,1939,-45.45455,80.79096,87.33625,5.35328,5.38208,4.6902,7.82951,7.39937,9.04175
TN,Regal Entertainment Group,IQ33710,2012,929.75,2681.7,2807.9,2893.9,2262.8,2320,2340,87.2,98.4,108.8,129.8,1922.3,1909.4,-7.57376,-21.01273,-39.12331,4.92828,5.00237,4.63386,13.40305,11.28191,12.27764
GA,"Carter's, Inc.",IQ3004786,2012,408.172,2147.008,1786.832,1626.098,1926.994,1511.849,1381.723,45.495,39.782,33.6,0,236,331.02,15.34902,23.70174,23.85375,1.46653,1.01838,1.13902,48.66204,66.40864,61.07236
KY,"Tempur Sealy International, Inc.",IQ3289679,2012,310.4795,1417.938,1105.421,831.156,1043.112,827.158,654.787,29.466,18.141,14.303,0,407,304.335,280.06938,105.35119,69.45688,1.31503,1.29753,1.59543,51.10811,55.05512,40.01184
KS,"AMC Entertainment Holdings, Inc.",IQ34874958,2012,816.399,2600.594,2422.968,2417.739,2292.143,2115.992,2067.861,139.301,129.283,96.997,109.581,2265.414,2388.086,-31.86129,-27.23775,6.87733,6.42214,7.39117,6.86498,8.29932,6.2841,7.19783
NY,Time Inc.,IQ639301,2012,727,3677,0,0,2955,0,0,48,0,0,411,0,0,8.27338,0,0,0.05379,0,0,1358.48509,0,0
TX,"Fossil Group, Inc.",IQ317037,2012,689.951,2567.302,2030.69,1548.093,2043.386,1608.216,1289.932,131.496,46.812,38.072,9.373,4.513,4.538,27.41354,25.43277,15.77268,0.48327,0.08354,0.25877,156.15236,889.98501,302.00813
TX,"Rent-A-Center, Inc.",IQ33765,2012,584.9325,2882.184,2731.632,2751.956,2512.208,2344.813,2393.422,132.71,93.007,68.841,26.891,701.114,711.158,12.13686,13.19657,14.42849,2.17482,2.10282,2.18606,39.21917,41.57754,35.23883
PA,"Penn National Gaming, Inc.",IQ335919,2012,723.9805,2742.257,2459.111,2369.275,2031.2,1873.208,1830.665,287.481,357.455,282.551,0,1813.196,2248.706,12.92747,-3.27656,-13.55458,4.38923,5.40435,5.80568,15.52929,12.36923,10.50169
TX,Service Corporation International,IQ302617,2012,618.969,2316.04,2190.552,2053.52,1808.703,1699.73,1601.086,118.375,97.899,83.79,44.795,1832.38,1840.532,10.02046,8.5338,8.86884,3.59151,3.67263,4.01747,19.96171,19.24927,16.83829
AZ,Meritage Homes Corporation,IQ178296,2012,88.6295,863.406,944.959,972.735,830.881,890.874,969.021,7.082,6.389,3.609,0,605.78,605.009,-4.26855,1.45116,-13.12541,6.73298,4.06689,7.80737,2.92121,12.08652,24.25711
NY,Univision Communications Inc.,IQ352350,2012,912.7,2273.5,2245.2,1972.5,1462.3,1863.4,1216.7,75.4,79.2,53.1,0,8836.3,9971.1,5.1941,40.65576,15.7049,12.14107,26.67936,13.34033,3.34,-1.4033,1.12322
TX,"Cinemark Holdings, Inc.",IQ32389646,2012,812.66,2279.613,2141.144,1976.5,1809.597,1669.302,1540.629,184.819,156.102,124.797,95.838,1521.605,1550.002,12.69521,15.00375,11.25313,3.73997,3.97147,4.29922,17.23086,15.43285,14.20897
TN,Genesco Inc.,IQ274846,2012,490.6245,2291.987,1789.839,1574.352,2075.665,1647.451,1453.536,49.456,29.299,33.825,0.193,0,113.735,13.86055,9.06792,5.67085,2.08472,2.17436,2.3896,34.97472,32.13473,30.6234
OH,Cooper Tire & Rubber Company,IQ263686,2012,609.4435,3927.158,3360.984,2778.99,3640.346,3028.24,2443.442,151.879,118.779,78.67,31.858,320.724,330.971,41.52587,23.57021,22.00568,2.76939,2.20058,2.36911,23.56107,32.5729,29.04851
MD,"Marriott International, Inc.",IQ31148,2012,1311.1,3474,3452,3226,11299,10703,10103,164,289,115,134,2691,2234,49.25373,33.59003,-27.31938,2.4666,2.48551,3.35667,33.00278,30.04073,30.65654
NV,Scientific Games Corporation,IQ25304,2012,327.974,878.722,882.499,927.749,676.298,673.366,717.716,91.884,108.65,111.581,0,1388.259,1342.255,-2.80464,-27.82521,-6.6677,4.86302,5.1853,4.91167,12.04788,10.67656,13.99803
NJ,"Hovnanian Enterprises, Inc.",IQ279534,2012,113.323,1134.907,1371.842,1596.29,1216.807,1446.933,1859.796,0.826,2.456,0.75,0,1665.285,1799.286,51.76968,-0.54022,494.40007,137.38422,52.1762,-18.57858,-7.67165,9.51005,-17.70593
PA,"The Bon-Ton Stores, Inc.",IQ321590,2012,270.983,2953.53,3046.485,3034.937,2783.429,2802.842,2825.831,67.042,45.887,32.15,2.872,957.634,1089.157,-7.70132,13.22268,-2.93912,4.97068,3.96708,4.74974,11.16175,14.7328,13.02286
NY,AMC Networks Inc.,IQ679630,2012,480.647,1187.741,1078.3,973.644,761.377,692.009,629.431,15.371,17.243,13.419,0,1048.623,1178.1,-24.96868,-111.41445,-37.36287,5.35596,3.03328,3.47712,14.22271,26.42802,22.42714
CT,Starwood Hotels & Resorts Worldwide Inc.,IQ341584,2012,986.5,3113,2786,2683,2390,2144,2034,380,225,192,99,3215,2955,18.45249,14.3154,-0.05732,3.34994,4.49168,4.7682,26.77251,14.96426,14.17567
TN,"The ServiceMaster Company, LLC",IQ302707,2012,571.772,3205.872,3127.394,3240.079,2630.276,2624.077,2696.268,96.54,134.234,62.522,0,3949.16,3964.669,5.57081,1.46925,1.25994,6.54061,7.49219,6.9904,8.49613,6.4028,7.11627
PA,"GNC Holdings, Inc.",IQ30009227,2012,630.3555,2072.179,1822.168,1707.007,1729.225,1559.084,1479.436,43.817,32.522,28.682,-4.7,1033.503,1072.764,14.37943,12.75731,10.15262,2.67574,3.96425,4.59075,24.89522,15.41723,14.6182
MD,"Sinclair Broadcast Group, Inc.",IQ526950,2012,434.066,765.288,767.186,656.477,488.167,466.885,457.606,36.241,11.83,7.855,38.966,1189.313,1322.681,-53.18181,-40.66269,91.73795,4.28368,4.10685,6.99252,14.67831,14.97851,9.16468
MO,"Caleres, Inc.",IQ256893,2012,301.511,2582.824,2504.091,2241.968,2486.263,2377.191,2152.722,27.757,29.481,23.88,12.076,150,150,2.15109,9.10253,2.38611,3.45799,3.16056,3.16794,22.76087,25.65038,25.89502
IL,Hyatt Hotels Corporation,IQ13103664,2012,586,2233,2159,2052,1775,1772,1734,327,300,203,0,714,841,2.2693,1.21915,-1.0658,1.31896,0,0.0855,45.19301,NM,1176.711
MI,"Wolverine World Wide, Inc.",IQ315210,2012,211.2635,1409.068,1248.517,1101.056,1222.943,1090.069,997.814,19.397,16.37,11.67,22.737,0.517,1.077,21.96558,20.36591,13.57786,0.33806,0.14401,0.13054,220.5594,496.81926,541.4117
VA,Graham Holdings Company,IQ91675,2012,657.851,4214.833,4723.573,4569.731,3616.02,3842.388,3930.139,216.381,243.712,257.758,75.493,396.65,396.236,4.43499,10.61008,3.16467,0.88737,0.38275,0.53307,94.76247,200.49226,158.11684
NY,"J. Crew Group, Inc.",IQ30345,2012,463.5375,1854.988,1722.227,1578.042,1694.582,1437.968,1309.712,95.552,52.351,44.705,0,49.229,99.2,-0.4432,27.39687,41.0634,5.89971,1.28546,0.67896,9.90675,52.87014,97.51027
UT,Vista Outdoor Inc.,IQ262788142,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NY,Party City Holdings Inc.,IQ24064917,2012,382.546,1871.975,1599.094,1486.818,1610.974,1393.938,1291.96,44.483,49.623,26.195,0,841.112,538.892,23.92787,12.77658,13.51168,3.53883,4.18061,3.22291,17.61801,15.9874,21.31801
NY,"G-III Apparel Group, Ltd.",IQ274166,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NV,"Pinnacle Entertainment, Inc.",IQ278271,2012,259.766,940.874,1098.38,987.739,743.403,890.606,835.758,143.152,153.437,212.745,0,1176.622,1063.283,5.62993,-7.90933,-13.01458,5.92821,5.4576,6.63279,8.16997,10.9307,6.53842
FL,Tupperware Brands Corporation,IQ347586,2012,487.35,2585,2300.4,2127.5,2156.1,1909.6,1785.9,73.9,56.1,46.4,73.8,429,432.3,33.82923,31.60771,31.5013,1.45737,1.00634,1.32204,48.36357,72.43459,46.73434
CA,"Guitar Center Holdings, Inc.",IQ137473586,2012,264.029,2082.577,2010.895,2000.769,2073.45,1843.463,1839.071,57.324,47.887,45.217,0,1562.135,1490.896,-597.35784,-30.54671,-62.20814,7.34115,7.89211,7.83297,3.66131,3.67499,3.81964
NV,Boyd Gaming Corporation,IQ327880,2012,349.2545,1600.57,1560.759,1640.986,1893.619,1752.265,1332.914,54.093,60.295,157.179,0,3425.508,2606.267,-0.47766,0.81899,0.3688,8.67944,8.90807,8.13724,5.52574,5.215,7.05103
CO,"M.D.C. Holdings, Inc.",IQ181003,2012,110.416,875.072,985.852,910.644,901.347,990.424,943.009,-9.591,-25.77,-11.856,47.432,1242.815,997.991,-10.62344,-6.29804,2.29139,4.64145,0,0,-8.54933,NM,NM
MI,"Tower International, Inc.",IQ35650,2012,210.9755,2406.089,1997.058,0,2201.04,1833.336,0,118.809,98.595,0,0,432.726,512.378,15.02096,92.71356,0,3.06428,3.43801,0,20.16834,14.34314,0
MI,Visteon Corporation,IQ245507,2012,697.5,8047,0,0,7331,0,0,258,0,0,0,483,2496,4.9125,0,0,1.41988,0,0,54.02562,0,0
GA,"Beazer Homes USA, Inc.",IQ332730,2012,34.355,742.405,1009.841,1005.212,831.938,1060.753,1115.486,20.514,10.849,7.034,0,1211.547,1478.538,-67.23439,-10.07856,-62.30771,-43.75133,51.31637,-49.481,-12.67361,-8.1471,-10.00356
OH,American Greetings Corp.,IQ250037,2012,260.3055,1695.144,1592.568,1635.858,1479.2,1376.818,1405.101,70.943,36.346,26.55,23.893,328.723,389.473,7.67132,12.43272,14.00108,1.43021,1.43758,1.75423,54.66098,49.65383,47.10173
VA,TEGNA Inc.,IQ20571,2012,1177.0065,5239.989,5438.678,5612.993,4211.825,4168.098,4552.097,72.451,68.593,67.521,47.946,2352.242,3061.951,18.93268,27.27636,24.65731,2.31113,2.20338,3.38367,32.20548,33.04624,19.61443
IL,"tronc, Inc.",IQ171136214,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OH,"M/I Homes, Inc.",IQ328190,2012,59.926,566.424,616.377,569.949,577.747,618.232,645.659,1.352,1.56,4.008,0,244.463,205.584,-17.6355,-12.00583,-26.58924,11.50135,9.41849,-133.0656,0.39338,4.06195,4.32757
OH,The Wendy's Company,IQ23557,2012,414.1595,2431.358,2375.439,3580.835,2112.651,2071.822,3155.652,146.763,147.969,101.914,32.366,1553.987,1500.784,0.86131,0.80502,0.149,4.40522,5.79171,4.47265,14.36689,10.54407,15.30167
LA,Lamar Media Corp.,IQ3097546,2012,677.256,1133.487,1092.291,1056.065,647.474,644.98,627.148,107.07,43.452,38.815,0.365,2403.446,2553.63,0.98762,-4.90414,-6.90323,4.74675,5.26147,5.86747,13.33829,11.34792,10.01243
VA,"Media General, Inc.",IQ336277,2012,122.781,280.611,678.115,657.612,225.922,550.794,549.255,18.603,26.282,18.253,0,0,0,-49.4585,-12.7118,-25.78178,12.14862,5.57379,6.87875,-1.22706,7.06881,11.47747
MN,"Life Time Fitness, Inc.",IQ136442,2012,380.72,1013.674,912.844,837.001,741.565,659.772,596.141,164.135,128.871,146.632,0,605.279,643.63,10.30193,9.59959,NM,3.33118,3.5851,0,26.25783,23.13578,NM
MA,Houghton Mifflin Harcourt Company,IQ214727961,2012,181.502,0,0,0,0,0,0,0,0,0,0,2668.53,0,0,0,0,0,0,0,0,0,0
NV,Station Casinos LLC,IQ326838,2012,318.178,1178.148,0,0,905.294,0,0,38.363,0,0,5.763,5679.389,5821.504,467.00725,0,0,7.72428,0,0,10.31402,0,0
NY,MDC Partners Inc.,IQ379819,2012,141.5525,943.274,697.825,545.141,893.731,634.415,489.633,23.383,12.5,6.209,28.7,284.549,216.49,-211.11942,-13.91953,-15.12615,6.22237,5.07989,3.98637,8.19853,10.74393,16.28866
TX,"Conn's, Inc.",IQ7620997,2012,96.227,655.019,663.582,0,747.713,760.816,0,4.365,3.028,0,0,388.586,62.912,-1.04665,-0.30751,0,2.42733,2.49781,0,36.54975,33.69379,0
CT,Mohegan Tribal Gaming Authority,IQ3073720,2012,208.86415,1418.379,1421.962,1455.117,1089.943,1141.202,1154.488,51.993,48.029,176.134,47.05,1596.122,1603.185,69.45582,6.36162,78.55041,6.68028,7.91532,7.3312,11.6185,9.45188,10.99165
FL,Claire's Stores Inc.,IQ261596,2012,512.777,1495.9,1426.397,1342.389,1234.809,1183.323,1128.975,70.908,48.711,24.952,0,2507.378,2567.272,-47.66139,-14.13738,22.99166,6.89689,7.5234,8.14579,6.94618,6.60462,5.01048
KY,Churchill Downs Incorporated,IQ260619,2012,167.177,696.854,585.345,470.503,560.674,507.255,405.514,22.667,61.952,85.19,8.165,280.192,85.787,11.15255,4.28301,4.41521,0.89527,3.00228,1.5407,89.10429,30.82036,48.54114
TX,Six Flags Entertainment Corporation,IQ435998,2012,381.611,1013.174,975.889,912.861,690.219,676.97,699.148,91.68,95.127,100.94,9.791,938.195,1986.746,-2.91822,415.32031,53.57411,2.62289,3.31211,5.52564,29.51101,15.05668,7.58178
NC,"Extended Stay America, Inc.",IQ347306,2012,424.191,942.728,0,0,556.681,0,0,106.064,0,0,26.08,0,0,2.94021,0,0,6.66948,0,0,6.496,0,0
FL,Marriott Vacations Worldwide Corporation,IQ127149531,2012,84,1282,0,0,1098,0,0,15,0,0,0,1022,59,-11.71824,0,0,4.21932,0,0,20.48686,0,0
OH,"Cedar Fair, L.P.",IQ96760,2012,398.208,1028.472,977.592,916.075,665.899,697.067,616.141,88.355,70.363,67.519,55.347,1634.22,1740.049,50.72561,-23.82433,30.19757,4.17232,4.492,5.40508,13.9103,12.37012,9.89817
NY,New Media Investment Group Inc.,IQ30795,2012,78.9035,514.67,558.588,584.793,434.518,464.843,500.542,3.33,4.78,2.476,0,1246.728,1237.009,2.62243,3.31178,107.23184,13.36321,12.18257,13.20753,2.63847,3.13432,2.17947
CA,The Gymboree Corporation,IQ29232,2012,248.08,1188.288,1074.431,1014.911,1050.557,882.267,813.971,36.565,47.268,39.579,12.2,0,0,-9.70517,6.16939,26.36877,5.94442,5.27223,1.371,9.36841,14.16562,51.3676
NY,"Weight Watchers International, Inc.",IQ754046,2012,589.006,1819.156,1452.037,1398.913,1241.833,1032.68,1008.888,44.836,22.194,23.439,51.624,1167.561,1238,-55.40568,-27.28031,-21.89082,1.84968,3.13631,3.5615,34.75395,19.29109,18.26613
GA,Cumulus Media Inc.,IQ27244,2012,394.3805,549.544,263.333,256.048,414.847,180.38,188.707,6.69,2.475,3.11,-3.079,575.843,584.482,-252.43102,-8.23792,40.82822,7.11543,6.6685,8.50822,11.05646,9.69824,6.22798
TN,"Ruby Tuesday, Inc.",IQ346489,2012,153.9555,1311.763,1261.173,1194.796,1196.963,1121.701,1055.936,37.866,26.684,17.672,0,276.49,476.566,0.6038,8.77225,9.50144,3.66914,3.27598,3.1338,19.20024,24.15847,27.08083
TX,"Nexstar Media Group, Inc.",IQ518638,2012,153.3935,306.491,313.35,251.979,210.674,200.694,192.691,13.349,13.799,19.028,0,642.1,663.289,6.63248,1.03293,7.38916,6.79609,5.81616,11.10794,6.64467,8.99478,3.16793
CT,"Affinion Group Holdings, Inc.",IQ31275536,2012,316.6,1535.2,1376.3,1376.9,1253.3,1125,1080,56.9,39.9,39.9,1.1,2063.7,1761.3,12.78937,17.75115,6.87015,7.55384,7.62504,5.91767,4.97637,3.75689,7.22064
CA,The McClatchy Company,IQ287993,2012,371.249,1269.64,1375.232,1471.584,932.33,1002.945,1130.183,16.791,15.527,13.374,0,1703.339,1896.436,27.5714,17.04087,54.14118,5.33492,5.33867,6.79061,4.44969,7.82164,6.91352
MO,"Isle of Capri Casinos, Inc.",IQ323175,2012,190.279,932.944,936.661,999.836,752.425,757.117,833.038,74.228,58.475,27.615,0,1198.382,1312.838,-10.40215,1.36004,-0.65764,6.70942,6.80638,7.39757,7.41988,7.48125,7.39496
NY,"Carrols Restaurant Group, Inc.",IQ59151858,2012,63.064,347.518,796.144,816.14,324.475,720.314,727.486,27.771,37.047,36.944,0,237.914,260.108,-1.00707,31.20965,109.32252,7.98992,5.05769,4.73034,8.32812,13.04038,13.12875
FL,"ILG, Inc.",IQ30205,2012,168.3645,428.794,409.44,404.986,289.432,267.539,267.957,12.938,16.443,15.162,0,357.576,395.29,17.35864,21.106,24.68967,1.9595,2.11888,2.53727,31.15821,30.24051,28.47939
NV,"Eldorado Resorts, Inc.",IQ3133890,2012,43.535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,"Perry Ellis International, Inc.",IQ327353,2012,76.3055,980.592,790.288,754.202,905.468,725.647,705.46,13.132,6.237,2.734,0,144.313,228.51,7.62344,8.41523,5.07487,2.94115,3.55475,3.46602,23.75609,20.33077,19.28619
NV,Everi Payments Inc.,IQ21826788,2012,79.871,544.063,605.59,667.72,489.123,537.165,580.615,7.42,9.051,7.216,0,0,0,6.01907,12.11131,21.93629,2.74992,2.73731,2.60381,25.94771,28.13446,30.81048
NV,Tropicana Entertainment Inc.,IQ79282541,2012,88.331,0,0,0,0,0,0,0,0,0,0,108.138,2355.516,0,0,0,0,0,0,0,0,0
NY,Sotheby's,IQ303923,2012,272.3625,831.836,774.309,484.958,542.761,483.819,410.264,17.111,17.999,100.879,14.851,472.862,512.939,20.46544,23.87109,-1.15474,1.12428,1.40959,3.56053,60.31759,46.47335,15.10507
AZ,"Cable ONE, Inc.",IQ679139,2012,280.486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OH,Libbey Inc.,IQ329891,2012,166.5125,819.452,801.584,750.24,713.789,687.048,667.852,41.42,28.247,17.005,0,443.983,504.724,121.09307,-251.92214,46.13609,4.08706,4.46082,6.4454,13.05578,11.16349,1.06482
OH,The E. W. Scripps Company,IQ20119,2012,143.2225,728.66,776.89,802.36,712.088,686.522,745.018,12.183,18.241,39.25,0,0,35.916,-2.81615,5.68769,-37.59565,7.95244,0.40155,1.82783,17.48764,231.15524,94.14193
GA,"Gray Television, Inc.",IQ322777,2012,182.169,307.131,346.058,270.374,205.475,209.898,201.751,24.274,19.395,17.756,0,821.881,783.729,1.42257,7.69503,-38.12136,8.95898,6.53497,13.08875,3.66795,6.40566,-1.66175
AZ,"AV Homes, Inc.",IQ252551,2012,0,0,0,0,0,0,0,0,0,0,0,76.445,63.01,0,0,0,0,0,0,0,0,0
UT,"APX Group Holdings, Inc.",IQ28609655,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OH,"Stoneridge, Inc.",IQ228755,2012,74.2635,765.373,635.226,475.152,726.942,591.92,468.822,26.29,18.574,11.998,0,167.903,183.431,36.73393,13.33276,-39.08644,5.71712,3.65604,15.32667,10.21015,14.54284,-5.98312
FL,International Speedway Corporation,IQ354995,2012,199.5805,629.685,645.357,693.163,414.962,437.556,455.693,73.048,103.734,111.029,8.585,303.074,343.793,5.78619,4.69195,0.61255,1.04802,1.15179,0.88087,95.9076,72.56478,96.84906
FL,"WCI Communities, Inc.",IQ36492,2012,21.3,144.272,0,0,181.129,0,0,1.323,0,0,2.221,0,357.755,-74.50394,0,0,-4.28741,0,0,-35.76415,0,0
MI,Horizon Global Corporation,IQ279402278,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CT,"Townsquare Media, Inc.",IQ33718,2012,54.983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NC,"Speedway Motorsports, Inc.",IQ341530,2012,159.614,505.845,502.243,550.522,336.086,328.679,334.458,57.035,36.508,42.113,16.623,628.91,673.737,-0.65139,5.28018,-0.71044,2.92144,3.13712,2.70845,22.37859,17.19055,26.48898
CA,Global Eagle Entertainment Inc.,IQ36476295,2012,0,0,0,0,0,0,0,0,0,0,0,0.06691,0,0,0,0,0,0,0,0,0,0
PA,Entercom Communications Corp.,IQ395750,2012,128.2315,382.727,391.447,372.432,290.273,281.078,277.335,5.712,2.744,2.467,0,489.441,669.16,32.48374,32.63029,5.03994,5.99232,5.63393,6.92893,12.60933,13.31913,10.71623
MD,"Radio One, Inc.",IQ33574,2012,119.975,278.585,279.906,272.092,289.737,213.298,195.712,9.445,4.322,4.528,13.817,625.246,2.6,0.96176,-12.85252,-18.18975,8.65157,7.6414,8.00215,0.10434,5.49206,5.92834
CO,"National CineMedia, Inc.",IQ7958431,2012,223.6,435.4,427.5,380.7,222.9,219.1,196.9,13.5,10.1,8.4,131.9,820.5,829.2,-9.47084,-7.19655,-5.12066,3.34692,3.25272,3.92958,22.38329,23.6936,18.74974
NY,"Town Sports International Holdings, Inc.",IQ35652,2012,182.718,466.941,462.387,485.392,379.79,388.491,404.332,30.731,22.019,49.204,0,301.963,316.513,-191.62494,3.82132,151.93674,4.77938,5.45643,5.38239,13.25323,12.3942,11.29671
MD,"Choice Hotels International, Inc.",IQ370714,2012,229.318,289.757,266.83,258.799,109.87,95.996,95.074,10.924,24.368,11.135,43.747,251.554,277.7,-264.00421,-124.72618,-78.01272,1.61496,1.55665,1.68417,43.90554,43.65877,44.27198
NV,Affinity Gaming,IQ3153346,2012,106.135,378.587,0,0,315.384,0,0,30.728,0,0,0,350,0,3.89445,0,0,4.73874,0,0,13.41768,0,0
NY,"Iconix Brand Group, Inc.",IQ288255,2012,239.8195,369.845,332.559,232.058,131.641,126.925,71.341,3.242,3.19,3.873,0,548.007,569.128,10.36839,9.37522,9.48792,2.79623,2.89079,4.20351,22.78847,22.05429,14.92263
CO,Jacobs Entertainment Inc.,IQ3097936,2012,0,384.139,351.956,313.466,331.244,300.744,264.777,12.308,11.752,16.094,15.614,281.692,291.07,-93.38919,9.23761,6.73178,5.72272,6.04489,6.07471,8.44827,7.91958,7.94715
CA,"Salem Media Group, Inc.",IQ400224,2012,63.7135,218.166,206.922,199.213,161.196,155.452,145.709,7.422,7.96,3.686,0,304.416,313.969,3.18386,0.9817,-4.12825,5.17716,5.69458,5.64392,9.78961,7.97682,10.89096
CA,Entravision Communications Corporation,IQ527252,2012,85.954,194.396,200.476,189.231,140.77,141.264,137.098,8.524,8.65,6.856,5.102,395.119,362.949,-167.41527,-101.62958,-102.89225,6.13377,5.6939,6.08408,4.54879,11.01185,8.38378
IN,Emmis Communications Corp.,IQ28028,2012,33.2335,202.218,0,0,186.39,0,0,5.122,0,0,0,341.257,423.918,-15.53265,0,0,11.6461,0,0,0.4563,0,0
FL,"Spanish Broadcasting System, Inc.",IQ405465,2012,48.1635,140.984,136.122,139.389,97.358,98.826,102.694,2.735,1.537,0.954,0,310.072,313.53,-33.14246,-9.8373,50.84891,9.32581,10.67054,11.12133,6.34634,3.67274,0.75568
FL,"Hemisphere Media Group, Inc.",IQ226584812,2012,0,0,0,0,0,0,0,0,0,0,0,36.85,0,0,0,0,0,0,0,0,0,0
CA,"LBI Media, Inc.",IQ3632482,2012,0,117.52,115.736,102.921,94.065,81.63,68.303,9.987,11.509,9.719,0,405.32,380.72,16.48474,8.5538,109.63047,18.09304,12.94907,12.11335,-3.20036,0.83488,1.03309
NY,"Nathan's Famous, Inc.",IQ61292,2012,15.3675,65.524,56.447,49.96,54.773,47.156,41.493,1.358,1.245,2.184,0,0,0,18.40544,5.37201,12.92696,0.9587,1.05817,1.09936,83.2467,67.64497,66.90178
MI,Metaldyne Performance Group Inc.,IQ1040657,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,General Motors Company,IQ61206100,2011,13624,135311,0,0,121078,0,0,4136,0,0,762,5562,29018,15.79268,0,0,1.8383,0,0,42.39474,0,0
MI,Ford Motor Company,IQ106335,2011,10099,119280,105893,130328,109706,105413,128852,4046,4516,6567,0,28848,20009,-183.34498,-22.76505,251.32243,2.16756,10.56864,15.96821,33.65479,0.31111,-1.9737
WA,"Amazon.com, Inc.",IQ18749,2011,2968,34204,24509,19166,32230,22951,18090,979,373,333,0,109,409,19.00833,22.75192,33.34195,0,0,0,NM,NM,NM
GA,"The Home Depot, Inc.",IQ278679,2011,9298.5,67997,66176,71288,60542,59520,64193,1093,962,1827,1569,9667,11383,17.43901,14.09739,13.02866,1.89456,2.0185,2.20366,35.94157,32.89593,30.9259
PA,Comcast Corporation,IQ173341,2011,19777,37937,35756,34256,23195,21961,20998,5497,5639,6277,1064,27940,30178,8.33286,8.73879,6.22815,1.8132,2.11441,2.41297,40.65312,37.47049,31.0113
MN,Target Corporation,IQ174438,2011,6776,65786,63435,62884,60054,58661,58720,2131,1720,3499,609,17520,15126,18.94013,17.12378,15.25897,1.68179,1.75726,2.23809,45.65695,42.47074,30.6026
NC,"Lowe's Companies, Inc.",IQ180871,2011,5794.5,48815,47220,48230,43500,42261,42756,1315,1780,3230,571,5039,5576,10.81197,9.60565,12.85392,1.71543,1.56296,1.62522,38.71315,43.686,42.8981
CA,The Walt Disney Company,IQ191564,2011,10875,38063,36149,37843,29894,29106,28644,2028,1696,1516,653,11495,11110,10.84624,10.01257,14.03704,1.56737,1.79042,1.525,43.75217,38.0619,41.66628
MN,"Best Buy Co., Inc.",IQ255397,2011,4569,50272,49694,45015,47170,46481,42208,744,615,1303,237,1126,627,17.91526,21.73267,20.80913,1.92109,1.8546,2.05779,35.2448,38.1086,33.92061
OR,"NIKE, Inc.",IQ291981,2011,3934,20862,19014,19176.1,17712,16216.3,16386.3,432,335.1,455.7,555,437.2,441.1,21.7686,20.67242,18.00053,0,0,0,NM,NM,NM
MA,"The TJX Companies, Inc.",IQ306688,2011,4141.4415,21942.193,20288.444,18999.505,19172.773,17862.155,17163.067,707.134,428.524,581.332,229.329,365.583,833.086,44.7317,48.31259,42.89397,1.14775,1.17461,1.62923,61.79286,58.78816,46.38267
